Sat Sep 24 14:33:42 2022    output.dat

         4694406647 function calls (4553755579 primitive calls) in 5127.018 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  3199286    0.616    0.000    0.825    0.000 /home/marie/backgammon/code/agent.py:132(<genexpr>)
  2459311    4.488    0.000   38.727    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:444(add_v2)
  2459310    7.885    0.000   53.301    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:1728(_add_dispatch)
  2426293    3.083    0.000   39.647    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:544(subtract)
  2426293    4.197    0.000   36.564    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:11071(sub)
  1728831    0.522    0.000    0.727    0.000 /home/marie/backgammon/code/agent.py:133(<genexpr>)
  1670499    1.823    0.000    6.285    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:858(<listcomp>)
  1670499    2.111    0.000    8.395    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:846(dims)
  1654772    1.968    0.000   19.308    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1123(_numpy)
  1654772   17.340    0.000   17.340    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
  1645750   14.635    0.000  171.762    0.000 /home/marie/backgammon/code/env/backgammon.py:143(_flatten_obs)
  1645750  144.608    0.000 1321.505    0.001 /home/marie/backgammon/code/env/backgammon.py:171(take_step)
  1644943    2.581    0.000    2.581    0.000 {method 'reshape' of 'numpy.ndarray' objects}
  1644930    5.446    0.000 1443.302    0.001 /home/marie/backgammon/code/env/backgammon.py:276(simulate_step)
  1642843    0.904    0.000    0.904    0.000 {built-in method builtins.setattr}
  1635137    2.640    0.000    2.640    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:525(dtype)
  1630185    1.750    0.000  111.326    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1430(convert_to_tensor_v2_with_dispatch)
