Sat Sep 24 22:17:23 2022    output.dat

         4672220703 function calls (4533127694 primitive calls) in 3844.272 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  9761159    6.475    0.000   15.670    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:6947(_restore_name_scope)
  9797389    6.421    0.000   13.116    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:723(as_dimension)
 19834581    6.324    0.000   28.383    0.000 {built-in method builtins.hasattr}
 29240225    6.314    0.000    6.315    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/eager/context.py:580(ensure_initialized)
  1634965    6.083    0.000   36.450    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:4142(sigmoid)
 11774254    6.034    0.000    6.034    0.000 {method '__copy__' of 'numpy.ndarray' objects}
8120649/8113488    5.815    0.000    5.817    0.000 {built-in method _abc._abc_subclasscheck}
  3269936    5.731    0.000    8.101    0.000 /home/marie/anaconda3/lib/python3.9/_collections_abc.py:980(__iter__)
  1651180    5.725    0.000   14.324    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:489(__exit__)
  3275494    5.684    0.000   11.239    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/dtypes.py:155(is_compatible_with)
 49137474    5.641    0.000    5.641    0.000 {built-in method builtins.id}
 17985400    5.537    0.000   27.216    0.000 /home/marie/anaconda3/lib/python3.9/abc.py:117(__instancecheck__)
  2479346    5.511    0.000   39.264    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:1728(_add_dispatch)
  1634962    5.350    0.000   16.175    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:553(_shape_as_list)
  8109960    5.215    0.000   27.598    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/array_ops.py:894(_check_index)
 11452547    5.190    0.000   12.606    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/dtypes.py:63(base_dtype)
  3271562    5.172    0.000    5.172    0.000 {method 'flatten' of 'numpy.ndarray' objects}
  3269984    5.150    0.000    5.150    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:436(__getattr__)
  4892147    5.123    0.000    5.123    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
  9761162    5.049    0.000    5.049    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/eager/context.py:985(scope_name)
  3253893    4.828    0.000   45.552    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:6558(mul)
  8109962    4.800    0.000    4.800    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:6706(<genexpr>)
  3289483    4.676    0.000    9.888    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/nest.py:651(_pack_sequence_as)
 13086318    4.506    0.000    4.506    0.000 {method 'ravel' of 'numpy.ndarray' objects}
