Mon Sep 19 14:58:17 2022    output.dat

         996575697 function calls (966966672 primitive calls) in 578.243 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  5140297    1.818    0.000   62.899    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/constant_op.py:340(_constant_tensor_conversion_function)
  5140296    2.870    0.000  102.266    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/array_ops.py:1419(stack)
  5114276   67.000    0.000   67.003    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_FastPathExecute}
  4903074    4.879    0.000   12.456    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:6670(name_scope)
  4441327    0.906    0.000    3.984    0.000 {built-in method builtins.hasattr}
  4162790    2.365    0.000    2.365    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/eager/context.py:990(scope_name)
  3883376    0.435    0.000    0.435    0.000 {method 'items' of 'dict' objects}
  3881860    1.783    0.000    3.060    0.000 {built-in method _abc._abc_instancecheck}
  3881860    0.855    0.000    3.915    0.000 /home/marie/anaconda3/lib/python3.9/abc.py:117(__instancecheck__)
  3202705    0.366    0.000    0.366    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:172(__init__)
  3202705    0.291    0.000    0.291    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:175(__enter__)
  3202705    0.353    0.000    0.353    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:178(__exit__)
  3131154    2.302    0.000    4.170    0.000 /home/marie/anaconda3/lib/python3.9/copy.py:66(copy)
  2803832    0.292    0.000    0.292    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4758(_append_dispatcher)
  2803832    2.736    0.000   14.289    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4762(append)
  2803832    1.182    0.000   16.996    0.000 <__array_function__ internals>:2(append)
  2803832    0.658    0.000    0.658    0.000 {method 'ravel' of 'numpy.ndarray' objects}
  2803832    1.077    0.000    5.581    0.000 <__array_function__ internals>:2(ravel)
  2803832    0.278    0.000    0.278    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1714(_ravel_dispatcher)
  2803832    1.605    0.000    3.393    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1718(ravel)
  2803832    1.501    0.000    5.494    0.000 <__array_function__ internals>:2(concatenate)
  2803832    0.304    0.000    0.304    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/numpy/core/multiarray.py:148(concatenate)
  2514708    1.173    0.000    1.173    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/dtypes.py:50(_is_ref_dtype)
  2514708    0.799    0.000    1.972    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/dtypes.py:63(base_dtype)
  2476670    0.938    0.000    0.938    0.000 {method '__copy__' of 'numpy.ndarray' objects}
  2190298    0.966    0.000    1.963    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:723(as_dimension)
  2177224    0.650    0.000    0.785    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:199(__init__)
  2151076    0.258    0.000    0.258    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:265(value)
  2125088    0.969    0.000    2.554    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:775(<genexpr>)
  2088277    0.537    0.000    0.537    0.000 {method 'pop' of 'list' objects}
  2081397    0.780    0.000    0.780    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/eager/context.py:985(scope_name)
  2081396    0.941    0.000    1.124    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:6905(__init__)
  2081396    4.509    0.000    7.463    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:6923(__enter__)
  2081396    1.904    0.000    4.815    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:6957(__exit__)
  2081395    0.983    0.000    2.375    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:6947(_restore_name_scope)
  1826905    1.101    0.000    1.248    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/dtypes.py:678(as_dtype)
1801856/1775236    0.657    0.000    1.522    0.000 {built-in method builtins.next}
  1748190    1.967    0.000   13.589    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:1343(maybe_promote_tensors)
  1731110    1.085    0.000    1.410    0.000 /home/marie/anaconda3/lib/python3.9/copy.py:242(_keep_alive)
1717138/1713541    0.913    0.000    0.914    0.000 {built-in method _abc._abc_subclasscheck}
1717138/1713541    0.364    0.000    1.277    0.000 /home/marie/anaconda3/lib/python3.9/abc.py:121(__subclasscheck__)
  1713535    0.731    0.000    0.731    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:6706(<genexpr>)
  1713432    2.052    0.000   22.578    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_array_ops.py:10522(strided_slice)
  1713432    0.783    0.000    4.078    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/array_ops.py:894(_check_index)
  1713432   15.899    0.000  194.503    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/array_ops.py:914(_slice_helper)
  1713432    1.501    0.000   24.079    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/array_ops.py:1168(strided_slice)
  1480256    0.721    0.000    0.721    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNested}
  1445500    0.421    0.000    0.565    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:839(rank)
  1445440    0.137    0.000    0.137    0.000 {method 'pop' of 'dict' objects}
  1445396    0.373    0.000    0.938    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/nest.py:912(<genexpr>)
  1435562    0.107    0.000    0.107    0.000 {method 'copy' of 'list' objects}
  1432524    1.276    0.000    5.556    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1256(shape)
  1432372    0.472    0.000    1.559    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/dtypes.py:188(__ne__)
  1103643    0.551    0.000    2.862    0.000 {built-in method builtins.any}
  1069023    0.707    0.000    0.707    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
  1064679    1.355    0.000    4.243    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:765(__init__)
  1060206    0.551    0.000   12.247    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:46(_default_conversion_function)
  1042825    2.256    0.000   17.949    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:1398(binary_op_wrapper)
1038666/346222    2.299    0.000   12.042    0.000 /home/marie/anaconda3/lib/python3.9/copy.py:226(_deepcopy_dict)
785435/4357    2.438    0.000    2.915    0.001 /home/marie/backgammon/code/agent.py:67(build_actions)
   735718    0.107    0.000    0.107    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:1053(name)
   735716    0.310    0.000    0.370    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:951(<genexpr>)
   735716    0.288    0.000    0.337    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:3384(<genexpr>)
   731413    0.711    0.000    1.705    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/nest.py:651(_pack_sequence_as)
   731413    0.342    0.000    2.046    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/nest.py:691(pack_sequence_as)
   727181    0.091    0.000    0.091    0.000 {built-in method builtins.callable}
   722847    0.307    0.000    0.307    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/training/tracking/data_structures.py:436(__getitem__)
   722698    0.575    0.000   29.606    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/nest.py:916(<listcomp>)
   722698    2.402    0.000   35.070    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/nest.py:808(map_structure)
   722694    1.032    0.000    2.784    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2477(_should_cast_single_input)
   718492    0.787    0.000    0.788    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:436(__getattr__)
   718455    0.912    0.000    1.794    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/dtypes.py:155(is_compatible_with)
   714129    0.130    0.000    0.130    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:545(shape)
   709776    0.820    0.000    1.123    0.000 /home/marie/anaconda3/lib/python3.9/_collections_abc.py:980(__iter__)
   709674    0.198    0.000    0.935    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2584(<genexpr>)
   709674    0.106    0.000    0.106    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2622(<genexpr>)
   705366    0.455    0.000    7.444    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:480(multiply)
   705366    0.579    0.000   10.912    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:1759(_mul_dispatch)
   705366    0.720    0.000    6.988    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:6558(mul)
   705365    1.745    0.000   27.364    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:1435(r_binary_op_wrapper)
   700958    0.754    0.000    0.754    0.000 {method 'flatten' of 'numpy.ndarray' objects}
   692444    1.017    0.000    1.017    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
   656338    0.069    0.000    0.094    0.000 /home/marie/backgammon/code/agent.py:133(<genexpr>)
   544264    0.520    0.000    4.493    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:444(add_v2)
   544263    0.836    0.000    6.152    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:1728(_add_dispatch)
   498561    0.325    0.000    4.315    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:544(subtract)
   498561    0.463    0.000    3.990    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:11071(sub)
   389794    0.292    0.000    0.292    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:525(dtype)
   389702    0.218    0.000    0.781    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:858(<listcomp>)
   389702    0.238    0.000    1.019    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:846(dims)
380880/354838    1.410    0.000  123.306    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/utils/traceback_utils.py:58(error_handler)
   367902    0.091    0.000    0.091    0.000 {built-in method builtins.setattr}
   367865    1.234    0.000    2.782    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/tf_decorator.py:61(make_decorator)
   367865    0.567    0.000    0.810    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/tf_decorator.py:229(__init__)
   367859    0.064    0.000    0.064    0.000 {method 'append' of 'collections.deque' objects}
   367859    2.531    0.000    7.645    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/input_spec.py:155(assert_input_compatibility)
   367859    0.078    0.000    0.078    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:1110(input_spec)
   367858    0.058    0.000    0.058    0.000 {method 'pop' of 'collections.deque' objects}
   367858    0.244    0.000    0.244    0.000 {built-in method sys.exc_info}
   367858    0.122    0.000    0.122    0.000 {built-in method sys._getframe}
   367858    0.451    0.000    3.233    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/utils/traceback_utils.py:74(inject_argument_info_in_traceback)
   367858    0.280    0.000    0.280    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/mixed_precision/autocast_variable.py:538(__init__)
   367858    0.244    0.000    0.354    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/mixed_precision/autocast_variable.py:543(__enter__)
   367858    0.207    0.000    0.207    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/mixed_precision/autocast_variable.py:547(__exit__)
367858/354837    0.299    0.000   48.398    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/utils/traceback_utils.py:88(error_handler)
   367858    0.139    0.000    0.248    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:434(call_context)
   367858    0.414    0.000    0.599    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:478(enter)
   367858    0.112    0.000    0.112    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:512(training)
   367858    0.184    0.000    0.184    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:540(__init__)
   367858    0.218    0.000    0.218    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:545(__enter__)
   367858    0.329    0.000    0.329    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:561(__exit__)
367858/354837    7.738    0.000  121.538    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:893(__call__)
   367858    0.316    0.000    0.428    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2332(_set_training_mode)
   367858    1.251    0.000   23.136    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2449(_maybe_cast_inputs)
   367858    0.626    0.000    1.956    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2611(_get_input_masks)
   367858    0.235    0.000    0.235    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:3089(_split_out_first_arg)
   367858    0.444    0.000    1.829    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:3380(_in_functional_construction_mode)
   367858    0.342    0.000   11.794    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:3389(_convert_numpy_or_python_types)
   367858    0.183    0.000   10.073    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1430(convert_to_tensor_v2_with_dispatch)
   367858    0.272    0.000    9.890    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1498(convert_to_tensor_v2)
   367858    0.221    0.000    0.426    0.000 /home/marie/anaconda3/lib/python3.9/inspect.py:1548(currentframe)
